Date,Year,Julian_Date,time,Site,Cl,NO3,PO4,SO4 ,TN,TP,stage,temperature ,dox,pH,clarity,Turbidity ,Ecoli ,"1,7-Dimethylxanthine",Acetaminophen,Amphetamine ,Caffeine,Carbamazepine,Cimetidine ,Cotinine,Diphenhydramine,MDMA,Methamphetamine,Morphine ,Sulfadimethoxine ,Sulfamethoxazole,Thiabendazole ,d15N-NO3 ,d18O-NO3  ,Ca,HCO3,K ,Mg,Na ,,
02-Mar-16,2016,62,12:14,BARN,36.6,1.49,2.98,4.2,1.49,2.6,1.45,7.3,11.35,7.18,NA,0.89,,,,,,,,,,,,,,,,,,,,,,,,
02-Mar-16,2016,62,9:3,DRKR,366,1.30,3.23,21.2,1.30,22.8,0.2,8.4,11.25,7.8,NA,15.17,,,,,,,,,,,,,,,,,,,,,,,,
02-Mar-16,2016,62,9:00,GFCP,154,1.55,3.46,18.9,1.55,2.79,2.66,9,11.26,7.74,NA,3.22,,,,,,,,,,,,,,,,,,,,,,,,
02-Mar-16,2016,62,10:37,GFGB,131,2.42,3.25,8.99,2.42,24.7,0.22,8.2,11.15,7.4,NA,2.45,,,,,,,,,,,,,,,,,,,,,,,,
02-Mar-16,2016,62,10:59,GFGL,155,2.07,6.3,23.7,2.07,6.33,0.98,7,12.26,7.68,NA,2.34,,,,,,,,,,,,,,,,,,,,,,,,
02-Mar-16,2016,62,9:44,GFVN,157,1.52,3.13,11.8,1.52,23.5,1.36,8.2,11.1,7.79,NA,4,,,,,,,,,,,,,,,,,,,,,,,,
02-Mar-16,2016,62,9:09,GRGF,167,2.60,3.56,38.9,2.60,8.2,,9.8,9.42,7.73,NA,10.02,,,,,,,,,,,,,,,,,,,,,,,,
02-Mar-16,2016,62,10:10,MCDN,6.88,5.74,26.4,13.9,5.74,24.4,0.18,7.9,11.03,6.89,NA,130,,,,,,,,,,,,,,,,,,,,,,,,
02-Mar-16,2016,62,11:45,POBR,2.49,0.01,2.67,1.97,0.05,14.4,1.31,7.7,11.1,6.65,NA,0.58,,,,,,,,,,,,,,,,,,,,,,,,
09-Mar-16,2016,69,12:32,BARN,38.4,1.71,3.17,3.67,1.71,2.6,1.4,12.2,10.96,6.79,NA,0.64,,,,,,,,,,,,,,,,,,,,,,,,
09-Mar-16,2016,69,9:29,DRKR,418,0.93,5.68,30.4,0.966,12.6,0.57,9.7,13.52,8.12,NA,1.28,,,,,,,,,,,,,,,,,,,,,,,,
09-Mar-16,2016,69,8:59,GFCP,163,1.54,3.13,20,1.54,3.18,2.16,9.5,12.35,7.85,NA,0.88,,,,,,,,,,,,,,,,,,,,,,,,
09-Mar-16,2016,69,10:51,GFGB,123,2.69,2.97,7.46,2.69,46.8,0.15,10.8,12.16,7.44,NA,0.76,,,,,,,,,,,,,,,,,,,,,,,,
09-Mar-16,2016,69,11:10,GFGL,142,1.79,7.58,28.1,1.79,8.08,0.94,11.7,12.8,7.96,NA,1.3,,,,,,,,,,,,,,,,,,,,,,,,
09-Mar-16,2016,69,9:52,GFVN,148,1.63,3.42,11.4,1.56,4.87,1.1,9.7,12.35,7.88,NA,1.29,,,,,,,,,,,,,,,,,,,,,,,,
09-Mar-16,2016,69,9:08,GRGF,160,2.73,4.81,46.8,2.73,3.98,,11.1,8.94,7.69,murky,2.16,,,,,,,,,,,,,,,,,,,,,,,,
09-Mar-16,2016,69,10:27,MCDN,7,5.81,36.3,14.3,5.81,36.3,0.22,12.4,11.28,6.7,NA,0.85,,,,,,,,,,,,,,,,,,,,,,,,
09-Mar-16,2016,69,12:15,POBR,2.85,0.01,2.93,1.72,0.05,6.78,1.3,13,10.16,6.35,NA,0.7,,,,,,,,,,,,,,,,,,,,,,,,
16-Mar-16,2016,76,11:39,BARN,38.3,1.66,6.38,3.7,1.66,3.8,1.42,11.9,10.93,6.8,NA,0.81,,,,,,,,,,,,,,,,,,,,,,,,
16-Mar-16,2016,76,8:59,DRKR,368,0.81,10.7,28.3,0.804,7.96,0.59,9.8,12.81,7.98,NA,1.01,,,,,,,,,,,,,,,,,,,,,,,,
16-Mar-16,2016,76,8:30,GFCP,142,1.26,6.89,17.4,1.26,2.49,2.25,10.1,11.64,7.78,NA,1.59,,,,,,,,,,,,,,,,,,,,,,,,
16-Mar-16,2016,76,10:08,GFGB,115,2.30,6.75,7.23,2.30,27.7,,0.18,10.7,11.44,NA,1.1,,,,,,,,,,,,,,,,,,,,,,,,
16-Mar-16,2016,76,10:31,GFGL,131,1.73,14.4,25.2,1.73,14.4,0.99,11.1,12.27,7.65,NA,2.17,,,,,,,,,,,,,,,,,,,,,,,,
16-Mar-16,2016,76,9:13,GFVN,138,1.35,7.29,10.7,1.35,4.41,1.16,10,11.55,7.69,NA,1.54,,,,,,,,,,,,,,,,,,,,,,,,
16-Mar-16,2016,76,8:40,GRGF,160,2.91,9.58,48.7,2.91,4.7,,11.9,9.13,7.71,NA,1.7,,,,,,,,,,,,,,,,,,,,,,,,
16-Mar-16,2016,76,9:40,MCDN,7.01,5.65,39.8,14.1,5.65,39.8,0.26,11.9,10.6,6.81,NA,0.66,,,,,,,,,,,,,,,,,,,,,,,,
16-Mar-16,2016,76,11:17,POBR,3.18,0.01,5.78,1.82,0.05,10.3,1.32,12.2,10.01,6.6,NA,0.94,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar-16,2016,83,11:10,BARN,38.5,1.72,6.25,3.5,1.72,3.69,1.38,9.5,11.1,6.89,NA,0.41,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar-16,2016,83,8:40,DRKR,336,0.96,10.7,32,0.912,27.8,0.56,8.8,12.94,8.07,NA,0.78,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar-16,2016,83,8:03,GFCP,141,1.36,5.85,18.8,1.36,3.08,2.12,9,11.75,7.95,NA,0.69,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar-16,2016,83,8:03,GFCPisco,141,1.10,6.19,18,1.15,3,2.12,8,11.03,7.94,NA,,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar-16,2016,83,9:53,GFGB,115,2.64,6.09,6.95,2.64,29.8,0.24,9,12.19,7.32,NA,0.87,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar-16,2016,83,10:06,GFGL,130,1.87,15.3,26.9,1.87,15.3,0.94,9.2,11.5,7.97,NA,1.39,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar-16,2016,83,8:57,GFVN,135,1.64,6.87,10.8,1.64,7.57,1.08,8.5,12.07,7.8,NA,,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar-16,2016,83,8:17,GRGF,153,2.73,9.04,45.2,2.73,6.8,,11.8,9.11,7.69,NA,2.11,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar-16,2016,83,9:28,MCDN,6.75,5.60,29.3,13.8,5.60,29.3,0.24,10.3,10.3,6.84,NA,0.49,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar-16,2016,83,10:54,POBR,2.95,0.00,5.98,1.64,0.05,9.73,1.31,9.4,10.53,6.4,NA,0.59,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-16,2016,91,11:11,BARN,37.6,1.65,6.45,3.27,1.61,4.67,1.37,11.4,10.52,7.22,NA,0.41,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-16,2016,91,8:53,DRKR,303,0.70,9.48,29.2,0.69,22.3,0.55,10.9,12.45,8.12,NA,0.61,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-16,2016,91,8:25,GFCP,129,0.97,4.49,18.1,0.97,2.72,2.1,11.3,11.38,8.09,NA,0.83,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-16,2016,91,9:51,GFGB,114,2.60,6.51,6.36,2.5,149,0.14,10.9,11.1,7.44,NA,0.66,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-16,2016,91,10:05,GFGL,130,1.85,15.4,25.7,1.8,15.4,0.94,11.1,10.97,7.87,NA,1.01,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-16,2016,91,9:07,GFVN,131,1.43,6.68,10.4,1.43,4.21,1.06,11,12.11,8,NA,0.8,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-16,2016,91,8:36,GRGF,151,2.28,9.02,42.2,2.27,4.2,,12.7,9.48,7.74,NA,2.48,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-16,2016,91,9:30,MCDN,6.91,5.58,32.2,13.8,6.16,32.2,0.26,12.2,10,7.2,NA,0.57,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-16,2016,91,10:52,POBR,3.21,0.01,6.16,1.58,0.05,7.63,1.32,11.2,10.08,7.2,NA,0.99,,,,,,,,,,,,,,,,,,,,,,,,
04-Apr-16,2016,95,9:53,GFCPisco,122,0.85,4.77,16,1.13,2.71,2.08,9.1,8.99,7.59,NA,2.77,,,,,,,,,,,,,,,,,,,,,,,,
04-Apr-16,2016,95,10:33,RGHTisco,58.8,1.53,56.7,4.25,1.59,56.7,0,8.3,9.99,7.27,NA,3.67,,,,,,,,,,,,,,,,,,,,,,,,
07-Apr-16,2016,98,13:09,BARN,20.6,0.84,4.14,2.79,0.958,86.4,1.71,11.4,10.27,6.84,NA,35.2,,,,,,,,,,,,,,,,,,,,,,,,
07-Apr-16,2016,98,10:32,DRKR,41.1,0.61,4.62,4.06,2.7,321,4,11.6,9.63,7.54,silty,71.1,,,,,,,,,,,,,,,,,,,,,,,,
07-Apr-16,2016,98,9:25,GFCP,126,1.50,4.68,18.5,1.67,116,2.16,10.8,10.2,7.58,NA,4.6,,,,,,,,,,,,,,,,,,,,,,,,
07-Apr-16,2016,98,9:25,GFCPisco,123,0.94,4.86,16,1.34,23.8,2.16,11,10.16,7.81,NA,2.48,,,,,,,,,,,,,,,,,,,,,,,,
07-Apr-16,2016,98,11:42,GFGB,23.6,0.97,12.1,2.4,1.82,325,2.78,10.5,9.75,6.99,silty,299,,,,,,,,,,,,,,,,,,,,,,,,
07-Apr-16,2016,98,11:58,GFGL,13.9,0.60,41.1,3.23,0.86,300,1.54,10.8,9.94,7,NA,55.3,,,,,,,,,,,,,,,,,,,,,,,,
07-Apr-16,2016,98,10:51,GFVN,54.7,1.32,24.9,5.74,2.16,249,3.56,10.9,9.76,7.56,silty,47.6,,,,,,,,,,,,,,,,,,,,,,,,
07-Apr-16,2016,98,9:39,GRGF,44.4,1.95,77.5,12.8,2.04,77.5,,12.7,9.08,7.36,dark,46,,,,,,,,,,,,,,,,,,,,,,,,
07-Apr-16,2016,98,11:16,MCDN,4.43,2.89,76.2,5.31,3.26,391,0.4,10.5,9.14,6.54,NA,264,,,,,,,,,,,,,,,,,,,,,,,,
07-Apr-16,2016,98,12:50,POBR,1.68,0.02,4.46,2.03,0.226,15.7,1.44,11.5,10.11,6.11,NA,3.86,,,,,,,,,,,,,,,,,,,,,,,,
07-Apr-16,2016,98,10:00,RGHT,4.54,0.52,64.5,0.84,,426,0.3,11.5,8.47,6.9,silty,52.9,,,,,,,,,,,,,,,,,,,,,,,,
14-Apr-16,2016,105,12:10,BARN,36,1.61,6.42,3.64,1.61,2.84,1.39,13,10.48,7.03,NA,0.31,,,,,,,,,,,,,,,,,,,,,,,,
14-Apr-16,2016,105,9:43,DRKR,293,0.92,11,30.3,0.97,9.62,0.54,10.9,12.51,8.02,NA,2.62,,,,,,,,,,,,,,,,,,,,,,,,
14-Apr-16,2016,105,8:27,GFCP,120,1.17,5.02,17.8,1.16,4.58,2.1,11,10.76,7.95,NA,0.99,,,,,,,,,,,,,,,,,,,,,,,,
14-Apr-16,2016,105,8:27,GFCPisco,83.4,0.69,4.97,10.9,1.37,193,2.1,9.2,8.8,7.44,NA,43.6,,,,,,,,,,,,,,,,,,,,,,,,
14-Apr-16,2016,105,10:57,GFGB,109,2.60,7.1,7.26,2.60,3.21,0.14,11.6,11.81,7.5,NA,0.65,,,,,,,,,,,,,,,,,,,,,,,,
14-Apr-16,2016,105,11:11,GFGL,125,1.97,16.3,26.6,1.97,16.3,0.94,12.3,13.09,7.98,NA,1.11,,,,,,,,,,,,,,,,,,,,,,,,
14-Apr-16,2016,105,9:58,GFVN,121,1.43,6.46,11.1,1.35,3.03,1.08,11.2,10.32,8.14,NA,1.09,,,,,,,,,,,,,,,,,,,,,,,,
14-Apr-16,2016,105,8:44,GRGF,144,2.18,8.97,38.8,2.59,16.9,,11.8,6.25,7.63,NA,2.83,,,,,,,,,,,,,,,,,,,,,,,,
14-Apr-16,2016,105,10:30,MCDN,6.61,5.81,38.4,13.9,5.81,38.4,0.24,13.2,9.33,7.12,NA,0.58,,,,,,,,,,,,,,,,,,,,,,,,
14-Apr-16,2016,105,11:51,POBR,2.66,0.00,5.96,1.72,0.05,3.68,1.3,12.7,9.52,6.43,NA,0.94,,,,,,,,,,,,,,,,,,,,,,,,
21-Apr-16,2016,112,11:57,BARN,35.8,1.58,6.12,3.45,1.58,3.12,1.34,13.4,10.04,7.17,NA,0.5,,,,,,,,,,,,,,,,,,,,,,,,
21-Apr-16,2016,112,9:07,DRKR,320,1.00,11.5,32.9,1.07,6.54,0.52,13.5,10.57,7.95,NA,0.94,,,,,,,,,,,,,,,,,,,,,,,,
21-Apr-16,2016,112,8:29,GFCP,130,1.56,6.44,18.6,1.48,9.96,2.02,14.1,10.5,7.73,NA,0.81,,,,,,,,,,,,,,,,,,,,,,,,
21-Apr-16,2016,112,8:29,GFCPisco,131,1.02,5.17,18.3,1.27,22.8,2.02,12.2,10.13,7.75,NA,0.91,,,,,,,,,,,,,,,,,,,,,,,,
21-Apr-16,2016,112,10:25,GFGB,114,2.60,6.23,6.78,2.52,2.78,0.12,12.6,10.46,7.61,NA,0.46,,,,,,,,,,,,,,,,,,,,,,,,
21-Apr-16,2016,112,10:43,GFGL,138,1.65,16.7,27.6,1.65,16.7,0.91,12.8,12.33,8.04,NA,0.78,,,,,,,,,,,,,,,,,,,,,,,,
21-Apr-16,2016,112,9:30,GFVN,126,1.54,6.08,10.8,1.51,4,1.01,13.7,9.37,7.82,NA,0.65,,,,,,,,,,,,,,,,,,,,,,,,
21-Apr-16,2016,112,8:49,GRGF,136,2.64,8.45,36.5,2.64,8.65,,13,10.84,7.9,NA,0.97,,,,,,,,,,,,,,,,,,,,,,,,
21-Apr-16,2016,112,9:59,MCDN,6.33,5.81,40.5,14,5.81,42.5,0.24,12,11.61,7.05,NA,0.49,,,,,,,,,,,,,,,,,,,,,,,,
21-Apr-16,2016,112,11:30,POBR,2.64,0.01,6.17,1.55,0.05,3.78,1.3,12.3,9.44,6.17,NA,0.59,,,,,,,,,,,,,,,,,,,,,,,,
28-Apr-16,2016,119,12:58,BARN,35,1.68,6.33,2.93,1.68,11.9,1.42,11.5,10.44,7.05,NA,1.24,,,,,,,,,,,,,,,,,,,,,,,,
28-Apr-16,2016,119,9:46,DRKR,305,1.17,13.3,31.5,1.13,13.3,0.5,14,8.88,7.73,NA,0.67,,,,,,,,,,,,,,,,,,,,,,,,
28-Apr-16,2016,119,9;17,GFCP,135,1.58,7.76,17.1,1.58,5.89,2,14.9,9.5,7.76,NA,0.72,,,,,,,,,,,,,,,,,,,,,,,,
28-Apr-16,2016,119,9:17,GFCPisco,131,1.12,7.07,17.2,1.58,22.2,2,14,8.87,7.61,NA,1.2,,,,,,,,,,,,,,,,,,,,,,,,
28-Apr-16,2016,119,11:03,GFGB,108,2.80,7.54,5.8,2.80,5.82,0.14,12.3,9.9,7.36,NA,0.9,,,,,,,,,,,,,,,,,,,,,,,,
28-Apr-16,2016,119,11:20,GFGL,243,1.23,39,26.1,1.55,151,1.14,12.4,8.76,7.31,NA,6.4,,,,,,,,,,,,,,,,,,,,,,,,
28-Apr-16,2016,119,11:20,GFGLisco,117,1.36,13.4,22.9,1.64,57.5,1.14,12.5,8.27,8.09,NA,3.02,,,,,,,,,,,,,,,,,,,,,,,,
28-Apr-16,2016,119,10:05,GFVN,127,1.71,7.07,9.78,1.71,4.3,0.99,14,8.48,7.69,NA,0.55,,,,,,,,,,,,,,,,,,,,,,,,
28-Apr-16,2016,119,10:35,MCDN,6.21,5.83,38.6,13.6,5.83,64.2,1.25,11.9,10.12,6.95,NA,1.74,,,,,,,,,,,,,,,,,,,,,,,,
28-Apr-16,2016,119,12:30,POBR,2.83,0.19,5.9,1.46,0.179,11.1,1.36,11.4,10.13,6.83,NA,2.12,,,,,,,,,,,,,,,,,,,,,,,,
06-May-16,2016,127,15:30,BARN,21.3,0.88,4.92,2.87,1.02,122,1.7,11.7,10.15,6.99,NA,21.5,,,,,,,,,,,,,,,,,,,,,,,,
06-May-16,2016,127,12:09,DRKR,27.4,0.55,13.1,2.75,0.909,140,2.65,12.8,9.75,7.25,NA,10.8,,,,,,,,,,,,,,,,,,,,,,,,
06-May-16,2016,127,10:56,GFCP,74.7,1.02,25.9,9.27,1.95,297,3.5,13.1,10.02,7.33,NA,5.1,,,,,,,,,,,,,,,,,,,,,,,,
06-May-16,2016,127,13:27,GFGB,29.1,0.84,9.29,2.85,1.24,277,1.78,12.4,9.5,6.95,NA,40,,,,,,,,,,,,,,,,,,,,,,,,
06-May-16,2016,127,13:44,GFGL,9.47,0.70,24.8,2.16,1.49,401,1.8,12,9.72,6.94,NA,70.6,,,,,,,,,,,,,,,,,,,,,,,,
06-May-16,2016,127,12:32,GFVN,43.1,0.86,11.4,4.48,1.16,162,2.66,12.7,9.71,7.34,NA,7.76,,,,,,,,,,,,,,,,,,,,,,,,
06-May-16,2016,127,11:10,GRGF,19.6,0.79,36.2,5.58,1.83,566,,13.2,9.07,6.93,NA,4.5,,,,,,,,,,,,,,,,,,,,,,,,
06-May-16,2016,127,13:06,MCDN,2.2,1.62,105,2.25,3.71,981,0.56,12.5,9.25,6.23,NA,287,,,,,,,,,,,,,,,,,,,,,,,,
06-May-16,2016,127,14:45,POBR,1.6,0.01,4.98,1.68,0.163,15.1,1.46,11.6,10.12,6.35,NA,1.04,,,,,,,,,,,,,,,,,,,,,,,,
06-May-16,2016,127,11:52,RGHT,3.05,0.69,31.9,0.52,0.953,103,,12.9,10.08,6.91,NA,2.34,,,,,,,,,,,,,,,,,,,,,,,,
13-May-16,2016,134,13:50,BARN,32.4,1.48,5.31,3.24,1.45,4.06,1.4,14,9.99,6.89,NA,9635,,,,,,,,,,,,,,,,,,,,,,,,
13-May-16,2016,134,10:11,DRKR,221,1.28,13.6,23.7,1.2,10,0.6,15.1,8.7,7.71,NA,1.41,,,,,,,,,,,,,,,,,,,,,,,,
13-May-16,2016,134,9:02,GFCP,103,1.45,8.12,15,1.45,7.23,2.14,15,9.53,7.56,NA,1.32,,,,,,,,,,,,,,,,,,,,,,,,
13-May-16,2016,134,11:33,GFGB,97.9,2.39,6.16,5.71,2.34,5.08,0.16,14.7,9.06,7.3,NA,1.17,,,,,,,,,,,,,,,,,,,,,,,,
13-May-16,2016,134,11:53,GFGL,118,1.86,14.5,23.4,1.86,21.5,0.96,15.1,9.35,7.58,NA,2.06,,,,,,,,,,,,,,,,,,,,,,,,
13-May-16,2016,134,10:25,GFVN,107,1.45,6.47,9.65,1.45,4.62,1.1,14.9,8.5,7.59,NA,1.01,,,,,,,,,,,,,,,,,,,,,,,,
13-May-16,2016,134,9:24,GRGF,143,2.64,9.05,37.8,2.58,26.7,,14.6,7.38,7.41,NA,2.74,,,,,,,,,,,,,,,,,,,,,,,,
13-May-16,2016,134,10:58,MCDN,6.05,5.69,40.7,13.2,5.69,44.2,0.26,13.3,9.22,6.73,NA,2.18,,,,,,,,,,,,,,,,,,,,,,,,
13-May-16,2016,134,13:23,POBR,2.85,0.04,4.7,1.56,0.167,7.5,1.32,13.7,5.09,6.35,NA,1.85,,,,,,,,,,,,,,,,,,,,,,,,
19-May-16,2016,140,12:15,BARN,34.6,1.55,6.08,3.2,1.55,3.23,1.34,12.9,10.09,6.78,NA,0.33,,,,,,,,,,,,,,,,,,,,,,,,
19-May-16,2016,140,9:25,DRKR,231,1.16,11.7,24.4,1.13,10.3,0.54,14.2,10.11,7.72,NA,0.68,,,,,,,,,,,,,,,,,,,,,,,,
19-May-16,2016,140,8:14,GFCP,108,1.52,6.33,15.6,1.52,5.91,2.06,14.3,10.06,7.65,NA,0.88,,,,,,,,,,,,,,,,,,,,,,,,
19-May-16,2016,140,10:35,GFGB,102,2.58,6.85,5.69,2.58,3.4,0.14,13.8,10.1,7.15,NA,0.76,,,,,,,,,,,,,,,,,,,,,,,,
19-May-16,2016,140,10:53,GFGL,122,2.03,22.7,25.2,2.03,22.7,0.92,14.1,11,7.73,NA,0.8,,,,,,,,,,,,,,,,,,,,,,,,
19-May-16,2016,140,9:43,GFVN,112,1.55,7.13,9.53,1.55,4.37,1.03,13.9,9.66,7.49,NA,0.66,,,,,,,,,,,,,,,,,,,,,,,,
19-May-16,2016,140,8:32,GRGF,142,2.67,7.21,36.4,2.57,15.2,,14.8,8.3,7.48,NA,1.73,,,,,,,,,,,,,,,,,,,,,,,,
19-May-16,2016,140,10:09,MCDN,5.92,5.96,43.8,13.6,5.96,49.6,0.25,13,9.49,6.53,NA,1.2,,,,,,,,,,,,,,,,,,,,,,,,
19-May-16,2016,140,11:49,POBR,2.46,0.02,5.65,1.37,0.05,8.69,1.3,13,9.76,6.78,NA,0.64,,,,,,,,,,,,,,,,,,,,,,,,
01-Jun-16,2016,153,14:50,BARN,36.2,1.53,6.25,2.79,1.53,6.25,1.3,18.8,8.72,6.88,NA,0.48,,,,,,,,,,,,,,,,,,,,,,,,
01-Jun-16,2016,153,10:49,DRKR,261,1.03,14.3,28,1.06,13.2,0.52,21.7,8.71,7.76,NA,0.89,,,,,,,,,,,,,,,,,,,,,,,,
01-Jun-16,2016,153,9:42,GFCP,107,1.23,15.5,15.3,1.19,15.5,2,21.1,9.52,7.74,NA,0.52,,,,,,,,,,,,,,,,,,,,,,,,
01-Jun-16,2016,153,9:42,GFCPisco,101,0.92,6.85,14,1.57,50,2,21.9,7.25,6.95,NA,1.6,,,,,,,,,,,,,,,,,,,,,,,,
01-Jun-16,2016,153,12:40,GFGB,106,2.44,7.58,5.67,2.44,5.15,0.1,21.4,8.16,7.3,NA,1.02,,,,,,,,,,,,,,,,,,,,,,,,
01-Jun-16,2016,153,12:58,GFGL,131,1.68,29.1,27.1,1.68,45.5,0.88,21.9,7.58,7.68,NA,0.93,,,,,,,,,,,,,,,,,,,,,,,,
01-Jun-16,2016,153,12:58,GFGLisco,77.2,1.29,19.9,15,1.35,104,0.88,22.6,7.26,7.64,NA,4.05,,,,,,,,,,,,,,,,,,,,,,,,
01-Jun-16,2016,153,11:09,GFVN,113,1.40,7.74,9.65,1.33,16.6,0.96,21.7,7.89,7.65,NA,2.58,,,,,,,,,,,,,,,,,,,,,,,,
01-Jun-16,2016,153,10:26,GRGF,157,2.87,63.8,37.5,2.87,130,,17.2,7.9,7.45,NA,1.63,,,,,,,,,,,,,,,,,,,,,,,,
01-Jun-16,2016,153,12:05,MCDN,6.25,6.37,53.2,13.9,6.37,50.4,0.24,16.7,9.1,6.75,NA,0.46,,,,,,,,,,,,,,,,,,,,,,,,
01-Jun-16,2016,153,14:17,POBR,2.72,0.02,6.03,1.06,0.05,9.29,1.26,18.4,8.61,6.68,NA,0.75,,,,,,,,,,,,,,,,,,,,,,,,
08-Jun-16,2016,160,13:51,BARN,35.3,1.49,6.35,2.67,1.49,6.86,1.28,16.2,9.24,7.13,NA,0.43,,,,,,,,,,,,,,,,,,,,,,,,
08-Jun-16,2016,160,10:15,DRKR,256,0.98,14,26.9,0.905,13.1,0.5,19.1,8.06,7.71,NA,0.74,,,,,,,,,,,,,,,,,,,,,,,,
08-Jun-16,2016,160,8:54,GFCP,92.6,1.21,7.31,14.2,1.21,16.2,2.02,19.7,6.09,7.59,NA,0.58,,,,,,,,,,,,,,,,,,,,,,,,
08-Jun-16,2016,160,9:00,GFCPisco,102,0.89,7.27,13.8,1.27,60.6,2.02,19.8,5.28,7.11,NA,1.55,,,,,,,,,,,,,,,,,,,,,,,,
08-Jun-16,2016,160,11:34,GFGB,94.7,2.37,7.44,5.47,2.37,8.92,0.1,18.1,8.04,7.27,NA,1,,,,,,,,,,,,,,,,,,,,,,,,
08-Jun-16,2016,160,11:53,GFGL,116,1.91,37.7,24,1.84,42.3,0.899,17.7,6.95,7.58,NA,1.09,,,,,,,,,,,,,,,,,,,,,,,,
08-Jun-16,2016,160,11:53,GFGLisco,70.1,0.97,19.4,14.2,1.42,198,0.899,18.3,5.8,7.66,NA,14.2,,,,,,,,,,,,,,,,,,,,,,,,
08-Jun-16,2016,160,10:34,GFVN,107,1.48,7.65,8.84,1.48,12.5,0.96,19.2,6.62,7.64,NA,1.08,,,,,,,,,,,,,,,,,,,,,,,,
08-Jun-16,2016,160,9:18,GRGF,137,2.73,8.04,35.1,2.73,18.1,,16.7,4.79,7.49,NA,2.07,,,,,,,,,,,,,,,,,,,,,,,,
08-Jun-16,2016,160,11:05,MCDN,6.64,6.35,52.9,13.7,6.35,64.9,0.22,15.1,7.93,6.83,NA,0.59,,,,,,,,,,,,,,,,,,,,,,,,
08-Jun-16,2016,160,13:19,POBR,3.03,0.03,6.06,1,0.181,12.2,1.26,16.2,7.91,6.75,NA,28.3,,,,,,,,,,,,,,,,,,,,,,,,
15-Jun-16,2016,167,14:25,BARN,34.9,1.59,6.43,2.42,1.5,5.99,1.31,16.6,9.01,7.01,NA,0.78,,,,,,,,,,,,,,,,,,,,,,,,
15-Jun-16,2016,167,11:15,DRKR,313,0.92,15.1,32.4,0.912,15.1,0.46,18.9,8.09,7.77,NA,0.68,,,,,,,,,,,,,,,,,,,,,,,,
15-Jun-16,2016,167,8:57,GFCP,129,1.33,8.11,18.1,1.27,7.39,1.9,19.7,8.31,7.66,NA,0.48,,,,,,,,,,,,,,,,,,,,,,,,
15-Jun-16,2016,167,8:57,GFCPisco,117,2.69,7.89,34.6,2.69,34.3,1.9,19.2,7.55,7.38,NA,0.94,,,,,,,,,,,,,,,,,,,,,,,,
15-Jun-16,2016,167,12:40,GFGB,111,2.69,8.31,5.62,2.69,8.66,0.14,17.7,7.85,7.34,NA,1.25,,,,,,,,,,,,,,,,,,,,,,,,
15-Jun-16,2016,167,13:02,GFGL,80,2.33,70,19.3,2.28,101,0.979,19.1,7.68,7.62,NA,4.65,9677,,,,,,,,,,,,,,,,,,,,,,,
15-Jun-16,2016,167,13:02,GFGLisco,144,0.89,20.1,28.8,1.39,137,0.979,18.3,8.45,8.09,NA,2.22,,,,,,,,,,,,,,,,,,,,,,,,
15-Jun-16,2016,167,11:29,GFVN,129,1.65,8.34,9.89,1.65,6.18,0.88,18.9,7.86,7.64,NA,0.63,,,,,,,,,,,,,,,,,,,,,,,,
15-Jun-16,2016,167,9:21,GRGF,138,0.93,8.29,32.3,2.5,20.9,,16.6,7.57,7.52,NA,1.18,,,,,,,,,,,,,,,,,,,,,,,,
15-Jun-16,2016,167,11:59,MCDN,10.4,6.28,92.3,13.3,6.28,122,0.24,14.9,9.09,6.77,NA,1.59,,,,,,,,,,,,,,,,,,,,,,,,
15-Jun-16,2016,167,14:08,POBR,3.61,0.05,6.2,0.92,0.154,17.9,1.28,16.4,9.85,6.58,NA,1.82,,,,,,,,,,,,,,,,,,,,,,,,
22-Jun-16,2016,174,14:30,BARN,44.2,1.54,6.84,2.3,1.54,6.2,1.24,19.4,8.65,7.13,NA,0.63,,,,,,,,,,,,,,,,,,,,,,,,
22-Jun-16,2016,174,10:28,DRKR,77.4,0.62,7.14,9.89,0.625,11.8,0.58,22,7.87,7.54,NA,1.95,,,,,,,,,,,,,,,,,,,,,,,,
